,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
1272,3041_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48179332,-113.4036836,KINISKI GARDENS,10,1,3041_1,neighbourhood,4.5666666667,D,3.6052631579,TRUE
253,3043_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46526212,-113.4434709,LEE RIDGE,10,1,3043_0,roadway,3.2666666667,D,2.5789473684,FALSE
1273,3043_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46526212,-113.4434709,LEE RIDGE,10,1,3043_1,roadway,3.2666666667,D,2.5789473684,TRUE
254,3044_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47414851,-113.4419587,LEE RIDGE,10,1,3044_0,roadway,0.78,D,0.6157894737,FALSE
1274,3044_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47414851,-113.4419587,LEE RIDGE,10,1,3044_1,roadway,0.78,D,0.6157894737,TRUE
828,3049_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.464765387,-113.584054949,Carter Crest,10,1,3049_0,roadway,2.6866666667,D,2.1210526316,FALSE
1848,3049_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.464765387,-113.584054949,Carter Crest,10,1,3049_1,roadway,2.6866666667,D,2.1210526316,TRUE
17,307.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47807414,-113.4236698,GREENVIEW,10,1,307.0_0,neighbourhood,1.6233333333,D,1.2815789474,FALSE
1037,307.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47807414,-113.4236698,GREENVIEW,10,1,307.0_1,neighbourhood,1.6233333333,D,1.2815789474,TRUE
2142,3070_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.5127943,-113.5022969,Queen Alexanda,1,1,3070_0,neighbourhood,1.11,D,0.8763157895,
2259,3070_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.5127943,-113.5022969,Queen Alexanda,1,1,3070_1,neighbourhood,1.11,D,0.8763157895,
2376,3070_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.5127943,-113.5022969,Queen Alexanda,1,1,3070_2,neighbourhood,1.11,D,0.8763157895,
829,3077_0_B1,B1,,0,0.0d 14:45:00,0.0d 06:00:00,,53.44033541,-113.5719223,Terwilleger South,1,1,3077_0,neighbourhood,1.6933333333,D,1.3368421053,FALSE
1849,3077_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.44033541,-113.5719223,Terwilleger South,1,1,3077_1,neighbourhood,1.6933333333,D,1.3368421053,FALSE
18,308.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47925098,-113.4295846,GREENVIEW,10,1,308.0_0,neighbourhood,1.56,D,1.2315789474,FALSE
1038,308.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47925098,-113.4295846,GREENVIEW,10,1,308.0_1,neighbourhood,1.56,D,1.2315789474,TRUE
830,3081_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5096331,-113.5259846,McKernan,10,1,3081_0,neighbourhood,5.8866666667,D,4.6473684211,FALSE
1850,3081_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5096331,-113.5259846,McKernan,10,1,3081_1,neighbourhood,5.8866666667,D,4.6473684211,TRUE
255,3082_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45314184,-113.4241951,LEE RIDGE,10,1,3082_0,neighbourhood,1.03,D,0.8131578947,FALSE
1275,3082_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45314184,-113.4241951,LEE RIDGE,10,1,3082_1,neighbourhood,1.03,D,0.8131578947,TRUE
19,309.0_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.54472687,-113.4532601,FOREST HEIGHTS,1,1,309.0_0,neighbourhood,0.9666666667,D,0.7631578947,FALSE
1039,309.0_1_B1,B1,,18,18.0d 14:45:00,18.0d 06:00:00,,53.54472687,-113.4532601,FOREST HEIGHTS,1,1,309.0_1,neighbourhood,0.9666666667,D,0.7631578947,FALSE
256,3108_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.54564077,-113.4082179,GOLD BAR,10,1,3108_0,neighbourhood,0.1666666667,D,0.1315789474,FALSE
1276,3108_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.54564077,-113.4082179,GOLD BAR,10,1,3108_1,neighbourhood,0.1666666667,D,0.1315789474,TRUE
257,3115_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45860139,-113.4568305,MEYONOHK,10,1,3115_0,roadway,2.66,D,2.1,FALSE
1277,3115_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45860139,-113.4568305,MEYONOHK,10,1,3115_1,roadway,2.66,D,2.1,TRUE
258,3116_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46680758,-113.4463967,LEE RIDGE,10,1,3116_0,neighbourhood,1.76,D,1.3894736842,FALSE
1278,3116_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46680758,-113.4463967,LEE RIDGE,10,1,3116_1,neighbourhood,1.76,D,1.3894736842,TRUE
259,3119_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45249733,-113.4573378,MEYONOHK,10,1,3119_0,roadway,3.5266666667,D,2.7842105263,FALSE
1279,3119_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45249733,-113.4573378,MEYONOHK,10,1,3119_1,roadway,3.5266666667,D,2.7842105263,TRUE
260,3120_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.55182718,-113.4070157,GOLD BAR,10,1,3120_0,neighbourhood,0.2333333333,D,0.1842105263,FALSE
1280,3120_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.55182718,-113.4070157,GOLD BAR,10,1,3120_1,neighbourhood,0.2333333333,D,0.1842105263,TRUE
2057,3121_0_A1,A1,,,6d 14:45:00,5d 06:00:00,,53.55432133,-113.4081388,RIVER VALLEY GOLD BAR,10,1,3121_0,neighbourhood,0.2333333333,D,0.1842105263,
2174,3121_1_A1,A1,,,13d 14:45:00,12d 06:00:00,,53.55432133,-113.4081388,RIVER VALLEY GOLD BAR,10,1,3121_1,neighbourhood,0.2333333333,D,0.1842105263,
2291,3121_2_A1,A1,,,20d 14:45:00,19d 06:00:00,,53.55432133,-113.4081388,RIVER VALLEY GOLD BAR,10,1,3121_2,neighbourhood,0.2333333333,D,0.1842105263,
261,3122_0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44388492,-113.4647041,SATOO,1,1,3122_0,roadway,4.48,D,3.5368421053,FALSE
1281,3122_0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44388492,-113.4647041,SATOO,1,1,3122_1,roadway,4.48,D,3.5368421053,FALSE
262,3122_1_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44388492,-113.4647041,SATOO,1,1,3122_0,roadway,4.48,D,3.5368421053,FALSE
1282,3122_1_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44388492,-113.4647041,SATOO,1,1,3122_1,roadway,4.48,D,3.5368421053,FALSE
263,3123_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.54648448,-113.4134813,GOLD BAR,10,1,3123_0,neighbourhood,0.2,D,0.1578947368,FALSE
1283,3123_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.54648448,-113.4134813,GOLD BAR,10,1,3123_1,neighbourhood,0.2,D,0.1578947368,TRUE
264,3127_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44975358,-113.4357751,EKOTA,10,1,3127_0,roadway,2.66,D,2.1,FALSE
1284,3127_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44975358,-113.4357751,EKOTA,10,1,3127_1,roadway,2.66,D,2.1,TRUE
831,3129_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.41721402,-113.5384327,Rutherford,10,1,3129_0,neighbourhood,0.9066666667,D,0.7157894737,FALSE
1851,3129_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.41721402,-113.5384327,Rutherford,10,1,3129_1,neighbourhood,0.9066666667,D,0.7157894737,TRUE
832,3130_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46737894,-113.5853184,Falconer Heights,10,1,3130_0,neighbourhood,0.3633333333,D,0.2868421053,FALSE
1852,3130_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46737894,-113.5853184,Falconer Heights,10,1,3130_1,neighbourhood,0.3633333333,D,0.2868421053,TRUE
265,3134_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.55237309,-113.415435,GOLD BAR,10,1,3134_0,neighbourhood,0.37,D,0.2921052632,FALSE
1285,3134_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.55237309,-113.415435,GOLD BAR,10,1,3134_1,neighbourhood,0.37,D,0.2921052632,FALSE
2454,3136_0_B1,B1,61,,11d 14:45:00,10d 06:00:00,,53.44970108,-113.5578229,McGrath,1,1,3136_0,neighbourhood,0.442,D,0.3489473684,FALSE
2454,3136_1_B1,B1,61,,20d 14:45:00,19d 06:00:00,,53.44970108,-113.5578229,McGrath,1,1,3136_0,neighbourhood,0.442,D,0.3489473684,FALSE
559,315_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44083244,-113.5338155,Twin Brooks,10,1,315_0,neighbourhood,0.26,D,0.2052631579,FALSE
1579,315_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44083244,-113.5338155,Twin Brooks,10,1,315_1,neighbourhood,0.26,D,0.2052631579,TRUE
266,3163_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4660236,-113.4753085,PARSONS INDUSTRIAL,10,1,3163_0,roadway,1.4033333333,D,1.1078947368,FALSE
1286,3163_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4660236,-113.4753085,PARSONS INDUSTRIAL,10,1,3163_1,roadway,1.4033333333,D,1.1078947368,TRUE
267,3170_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46715504,-113.4390903,LEE RIDGE,10,1,3170_0,neighbourhood,1.26,D,0.9947368421,FALSE
1287,3170_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46715504,-113.4390903,LEE RIDGE,10,1,3170_1,neighbourhood,1.26,D,0.9947368421,TRUE
833,3171_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45178636,-113.5598563,McGrath,10,1,3171_0,neighbourhood,0.6,D,0.4736842105,FALSE
1853,3171_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45178636,-113.5598563,McGrath,10,1,3171_1,neighbourhood,0.6,D,0.4736842105,TRUE
268,3182_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52930644,-113.424802,OTTEWELL,10,1,3182_0,neighbourhood,3.6666666667,D,2.8947368421,FALSE
1288,3182_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52930644,-113.424802,OTTEWELL,10,1,3182_1,neighbourhood,3.6666666667,D,2.8947368421,TRUE
269,3183_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4546497,-113.4039146,DALY GROVE,10,1,3183_0,roadway,2.04,D,1.6105263158,FALSE
1289,3183_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4546497,-113.4039146,DALY GROVE,10,1,3183_1,roadway,2.04,D,1.6105263158,TRUE
2143,3191_0_A2,A2,,5,5.0d 14:45:00,5.0d 06:00:00,,53.4856364,-113.5692627,Brookside,1,1,3191_0,neighbourhood,1.29,D,1.0184210526,
2260,3191_1_A2,A2,,13,13.0d 14:45:00,13.0d 06:00:00,,53.4856364,-113.5692627,Brookside,1,1,3191_1,neighbourhood,1.29,D,1.0184210526,
2377,3191_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.4856364,-113.5692627,Brookside,1,1,3191_2,neighbourhood,1.29,D,1.0184210526,
270,3196_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45344629,-113.4413081,MILL WOODS PARK,10,1,3196_0,roadway,2.0466666667,D,1.6157894737,FALSE
1290,3196_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45344629,-113.4413081,MILL WOODS PARK,10,1,3196_1,roadway,2.0466666667,D,1.6157894737,TRUE
2424,32_0_B1,B1,58,,11d 14:45:00,10d 06:00:00,,53.45142933,-113.5758177,Terwilleger TOWNE,1,1,32_0,neighbourhood,0.3856666667,D,0.3044736842,FALSE
2424,32_1_B1,B1,58,,20d 14:45:00,19d 06:00:00,,53.45142933,-113.5758177,Terwilleger TOWNE,1,1,32_0,neighbourhood,0.3856666667,D,0.3044736842,FALSE
271,3245_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4719371,-113.4023761,KINISKI GARDENS,10,1,3245_0,roadway,0.2633333333,D,0.2078947368,FALSE
1291,3245_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4719371,-113.4023761,KINISKI GARDENS,10,1,3245_1,roadway,0.2633333333,D,0.2078947368,TRUE
834,3249_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.447934039,-113.516023976,BLACKMUD CREEK RAVINE,1,1,3249_0,roadway,0.91,D,0.7184210526,FALSE
1854,3249_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.447934039,-113.516023976,BLACKMUD CREEK RAVINE,1,1,3249_1,roadway,0.91,D,0.7184210526,FALSE
272,3254_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52817987,-113.4465073,HOLYROOD,10,1,3254_0,neighbourhood,0.4666666667,D,0.3684210526,FALSE
1292,3254_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52817987,-113.4465073,HOLYROOD,10,1,3254_1,neighbourhood,0.4666666667,D,0.3684210526,TRUE
835,3266_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44015004,-113.5071124,Bearspaw,10,1,3266_0,neighbourhood,0.31,D,0.2447368421,FALSE
1855,3266_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44015004,-113.5071124,Bearspaw,10,1,3266_1,neighbourhood,0.31,D,0.2447368421,TRUE
2144,3267_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.50398302,-113.517862,Parkallen,1,1,3267_0,neighbourhood,1.4466666667,D,1.1421052632,
2261,3267_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.50398302,-113.517862,Parkallen,1,1,3267_1,neighbourhood,1.4466666667,D,1.1421052632,
2378,3267_2_A2,A2,,20,20.0d 14:45:00,20d 06:00:00,,53.50398302,-113.517862,Parkallen,1,1,3267_2,neighbourhood,1.4466666667,D,1.1421052632,
273,3276_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45966866,-113.4205523,TAWA,10,1,3276_0,roadway,4.14,D,3.2684210526,FALSE
1293,3276_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45966866,-113.4205523,TAWA,10,1,3276_1,roadway,4.14,D,3.2684210526,TRUE
274,3287_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44112172,-113.4182118,CRAWFORD PLAINS,10,1,3287_0,roadway,0.1766666667,D,0.1394736842,FALSE
1294,3287_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44112172,-113.4182118,CRAWFORD PLAINS,10,1,3287_1,roadway,0.1766666667,D,0.1394736842,TRUE
275,3294_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44561129,-113.4285283,SAKAW,10,1,3294_0,roadway,2.4266666667,D,1.9157894737,FALSE
1295,3294_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44561129,-113.4285283,SAKAW,10,1,3294_1,roadway,2.4266666667,D,1.9157894737,TRUE
276,3313_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42007251,-113.4639724,SUMMERSIDE,10,1,3313_0,neighbourhood,3.6666666667,D,2.8947368421,FALSE
1296,3313_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42007251,-113.4639724,SUMMERSIDE,10,1,3313_1,neighbourhood,3.6666666667,D,2.8947368421,TRUE
277,3333_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49120185,-113.4426339,MCINTYRE INDUSTRIAL,10,1,3333_0,roadway,1.16,D,0.9157894737,FALSE
1297,3333_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49120185,-113.4426339,MCINTYRE INDUSTRIAL,10,1,3333_1,roadway,1.16,D,0.9157894737,TRUE
836,3339_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.469738257,-113.517056628,GREENFIELD,1,1,3339_0,roadway,4.58,D,3.6157894737,FALSE
1856,3339_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.469738257,-113.517056628,GREENFIELD,1,1,3339_1,roadway,4.58,D,3.6157894737,FALSE
2145,3342_0_A2,A2,,5,5.0d 14:45:00,5.0d 06:00:00,,53.45024398,-113.5121273,Keheewin,1,1,3342_0,neighbourhood,4.0886666667,D,3.2278947368,
2262,3342_1_A2,A2,,13,13.0d 14:45:00,13.0d 06:00:00,,53.45024398,-113.5121273,Keheewin,1,1,3342_1,neighbourhood,4.0886666667,D,3.2278947368,
2379,3342_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.45024398,-113.5121273,Keheewin,1,1,3342_2,neighbourhood,4.0886666667,D,3.2278947368,
2146,3343_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.5132627,-113.5235063,McKernan,1,1,3343_0,neighbourhood,1.8866666667,D,1.4894736842,
2263,3343_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.5132627,-113.5235063,McKernan,1,1,3343_1,neighbourhood,1.8866666667,D,1.4894736842,
2380,3343_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.5132627,-113.5235063,McKernan,1,1,3343_2,neighbourhood,1.8866666667,D,1.4894736842,
2147,3344_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.50972814,-113.5314428,Belgravia,1,1,3344_0,neighbourhood,4.06,D,3.2052631579,
2264,3344_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.50972814,-113.5314428,Belgravia,1,1,3344_1,neighbourhood,4.06,D,3.2052631579,
2381,3344_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.50972814,-113.5314428,Belgravia,1,1,3344_2,neighbourhood,4.06,D,3.2052631579,
837,3350_0_B1,B1,,8,8.0d 14:45:00,8.0d 06:00:00,,53.44303232,-113.5176947,Twin Brooks,1,1,3350_0,roadway,2.24,D,1.7684210526,FALSE
1857,3350_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.44303232,-113.5176947,Twin Brooks,1,1,3350_1,roadway,2.24,D,1.7684210526,FALSE
278,3359_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4984472,-113.4671808,CORONET ADDITION INDUSTRIAL,10,1,3359_0,roadway,0.1666666667,D,0.1315789474,FALSE
1298,3359_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4984472,-113.4671808,CORONET ADDITION INDUSTRIAL,10,1,3359_1,roadway,0.1666666667,D,0.1315789474,TRUE
560,336_0_B1,B1,,3,3.0d 14:45:00,3.0d 06:00:00,,53.48307766,-113.5859012,Ramsey Heights,1,1,336_0,neighbourhood,1.0666666667,D,0.8421052632,FALSE
1580,336_1_B1,B1,,10,13d 14:45:00,13d 06:00:00,,53.48307766,-113.5859012,Ramsey Heights,1,1,336_1,neighbourhood,1.0666666667,D,0.8421052632,FALSE
279,3360_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5157866,-113.4302362,GIRARD INDUSTRIAL,10,1,3360_0,roadway,1.4966666667,D,1.1815789474,FALSE
1299,3360_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5157866,-113.4302362,GIRARD INDUSTRIAL,10,1,3360_1,roadway,1.4966666667,D,1.1815789474,TRUE
280,3368_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4282547,-113.4648048,ELLERSLIE,10,1,3368_0,neighbourhood,3.92,D,3.0947368421,FALSE
1300,3368_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4282547,-113.4648048,ELLERSLIE,10,1,3368_1,neighbourhood,3.92,D,3.0947368421,TRUE
838,3370_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46521178,-113.5254291,Sweet Grass,10,1,3370_0,neighbourhood,0.59,D,0.4657894737,FALSE
1858,3370_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46521178,-113.5254291,Sweet Grass,10,1,3370_1,neighbourhood,0.59,D,0.4657894737,TRUE
839,3371_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.464060026,-113.517121623,Sweet Grass,1,1,3371_0,roadway,1.7466666667,D,1.3789473684,FALSE
1859,3371_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.464060026,-113.517121623,Sweet Grass,1,1,3371_1,roadway,1.7466666667,D,1.3789473684,FALSE
281,3377_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44155176,-113.4052089,CRAWFORD PLAINS,10,1,3377_0,neighbourhood,2.6866666667,D,2.1210526316,FALSE
1301,3377_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44155176,-113.4052089,CRAWFORD PLAINS,10,1,3377_1,neighbourhood,2.6866666667,D,2.1210526316,TRUE
840,3378_0_B1,B1,,1,10d 14:45:00,10d 06:00:00,,53.45546943,-113.5804006,Leger,1,1,3378_0,neighbourhood,1.1866666667,D,0.9368421053,FALSE
1860,3378_1_B1,B1,,10,20d 14:45:00,20d 06:00:00,,53.45546943,-113.5804006,Leger,1,1,3378_1,neighbourhood,1.1866666667,D,0.9368421053,FALSE
282,3384_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5100764,-113.4183816,DAVIES INDUSTRIAL EAST,10,1,3384_0,roadway,2.6233333333,D,2.0710526316,FALSE
1302,3384_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5100764,-113.4183816,DAVIES INDUSTRIAL EAST,10,1,3384_1,roadway,2.6233333333,D,2.0710526316,TRUE
841,3390_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48819326,-113.5791453,Ramsey Heights,10,1,3390_0,neighbourhood,3.1666666667,D,2.5,FALSE
1861,3390_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48819326,-113.5791453,Ramsey Heights,10,1,3390_1,neighbourhood,3.1666666667,D,2.5,TRUE
283,3393_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.53302012,-113.4536954,HOLYROOD,10,1,3393_0,neighbourhood,0.4533333333,D,0.3578947368,FALSE
1303,3393_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.53302012,-113.4536954,HOLYROOD,10,1,3393_1,neighbourhood,0.4533333333,D,0.3578947368,TRUE
284,3395_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5290003,-113.4546917,HOLYROOD,10,1,3395_0,neighbourhood,0.9633333333,D,0.7605263158,FALSE
1304,3395_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5290003,-113.4546917,HOLYROOD,10,1,3395_1,neighbourhood,0.9633333333,D,0.7605263158,TRUE
842,3398_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45884144,-113.5629213,Hodgson,10,1,3398_0,neighbourhood,0.29,D,0.2289473684,FALSE
1862,3398_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45884144,-113.5629213,Hodgson,10,1,3398_1,neighbourhood,0.29,D,0.2289473684,TRUE
285,3399_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44216099,-113.4385006,SAKAW,10,1,3399_0,roadway,3.1233333333,D,2.4657894737,FALSE
1305,3399_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44216099,-113.4385006,SAKAW,10,1,3399_1,roadway,3.1233333333,D,2.4657894737,TRUE
286,3400_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44818909,-113.4285355,MEYOKUMIN,10,1,3400_0,neighbourhood,2.5133333333,D,1.9842105263,FALSE
1306,3400_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44818909,-113.4285355,MEYOKUMIN,10,1,3400_1,neighbourhood,2.5133333333,D,1.9842105263,TRUE
2058,3402_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.45767318,-113.4449076,MILL WOODS PARK,10,1,3402_0,neighbourhood,3.0033333333,D,2.3710526316,
2175,3402_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.45767318,-113.4449076,MILL WOODS PARK,10,1,3402_1,neighbourhood,3.0033333333,D,2.3710526316,
2292,3402_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.45767318,-113.4449076,MILL WOODS PARK,10,1,3402_2,neighbourhood,3.0033333333,D,2.3710526316,
287,3405_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4259758,-113.4733898,ELLERSLIE,10,1,3405_0,roadway,0.42,D,0.3315789474,FALSE
1307,3405_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4259758,-113.4733898,ELLERSLIE,10,1,3405_1,roadway,0.42,D,0.3315789474,TRUE
843,3408_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44316947,-113.5166109,Twin Brooks,10,1,3408_0,neighbourhood,1.56,D,1.2315789474,FALSE
1863,3408_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44316947,-113.5166109,Twin Brooks,10,1,3408_1,neighbourhood,1.56,D,1.2315789474,TRUE
288,3411_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52784101,-113.4509571,HOLYROOD,10,1,3411_0,neighbourhood,0.5166666667,D,0.4078947368,FALSE
1308,3411_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52784101,-113.4509571,HOLYROOD,10,1,3411_1,neighbourhood,0.5166666667,D,0.4078947368,TRUE
289,3416_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44906998,-113.4354028,MEYOKUMIN,10,1,3416_0,roadway,2.2866666667,D,1.8052631579,FALSE
1309,3416_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44906998,-113.4354028,MEYOKUMIN,10,1,3416_1,roadway,2.2866666667,D,1.8052631579,TRUE
844,3418_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43916688,-113.5115218,Twin Brooks,10,1,3418_0,neighbourhood,0.4,D,0.3157894737,FALSE
1864,3418_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43916688,-113.5115218,Twin Brooks,10,1,3418_1,neighbourhood,0.4,D,0.3157894737,TRUE
290,3432_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48054226,-113.417776,MILL WOODS GOLF COURSE,10,1,3432_0,roadway,3.3333333333,D,2.6315789474,FALSE
1310,3432_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48054226,-113.417776,MILL WOODS GOLF COURSE,10,1,3432_1,roadway,3.3333333333,D,2.6315789474,TRUE
291,3434_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42943466,-113.4581559,ELLERSLIE,10,1,3434_0,neighbourhood,6.3833333333,D,5.0394736842,FALSE
1311,3434_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42943466,-113.4581559,ELLERSLIE,10,1,3434_1,neighbourhood,6.3833333333,D,5.0394736842,TRUE
845,3441_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46692751,-113.594652,Henderson,10,1,3441_0,roadway,1.1933333333,D,0.9421052632,FALSE
